,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Jonas Valanciunas,NOP,75,2.5,17.8,1.2,2.9,1.3,2.1,60.9,60.9,10.3,6.5,9.8,1.6,60.3,66.9
1,Walker Kessler,UTA,73,2.1,28.8,1.26,2.7,1.2,1.8,65.6,65.6,18.7,4.5,17.4,7.7,65.2,76.5
2,Anthony Davis,LAL,51,2.9,12.5,1.28,3.7,1.4,2.3,62.9,62.9,20.3,6.1,19.6,4.7,64.2,78.9
3,Rudy Gobert,MIN,66,2.5,21.0,1.13,2.8,1.1,2.0,57.7,57.7,17.6,7.3,17.0,3.6,57.6,53.8
4,Onyeka Okongwu,ATL,75,1.8,21.4,1.39,2.4,1.0,1.4,71.2,71.2,18.9,4.5,18.2,2.3,70.5,87.9
5,Clint Capela,ATL,61,2.8,28.3,1.02,2.9,1.3,2.5,51.0,51.0,9.8,3.5,9.8,1.7,51.4,36.2
6,Daniel Gafford,WAS,74,1.5,22.4,1.46,2.2,1.0,1.3,75.3,75.3,17.5,6.1,16.7,8.8,71.9,94.4
7,Nikola Jokic,DEN,67,1.8,8.7,1.35,2.5,1.0,1.6,64.2,64.2,17.9,3.3,17.9,7.3,65.9,84.8
8,Jarrett Allen,CLE,65,2.0,16.8,1.23,2.5,1.0,1.6,64.7,64.7,19.5,5.3,18.8,1.5,65.4,70.9
9,Domantas Sabonis,SAC,75,1.9,10.9,1.15,2.2,0.9,1.6,54.2,54.2,16.3,4.3,16.3,4.3,56.7,57.1
10,Ivica Zubac,LAC,73,2.1,21.9,1.03,2.2,0.9,1.7,53.2,53.2,14.2,8.4,12.9,2.6,52.9,36.5
11,Mitchell Robinson,NYK,56,2.7,44.8,1.03,2.8,1.2,2.1,56.4,56.4,15.1,9.9,15.1,2.0,53.3,36.8
12,Giannis Antetokounmpo,MIL,61,1.6,5.4,1.58,2.5,1.0,1.2,86.1,86.1,24.5,7.1,23.5,5.1,80.6,99.1
13,Jalen Duren,DET,62,2.2,26.7,1.15,2.5,1.1,1.7,62.3,62.3,16.3,8.9,15.6,3.7,60.7,56.7
14,Chris Boucher,TOR,71,1.8,21.6,1.18,2.2,0.9,1.6,56.5,56.5,13.0,2.3,13.0,3.1,59.5,60.1
15,Kevon Looney,GSW,78,1.6,25.7,1.25,1.9,0.9,1.3,64.8,64.8,9.8,4.9,9.0,0.8,64.8,73.7
16,Nick Richards,CHA,62,2.0,29.9,1.21,2.5,1.0,1.7,58.1,58.1,20.6,4.8,19.0,8.7,60.3,67.2
17,Deandre Ayton,PHX,64,1.8,11.1,1.19,2.2,0.9,1.5,61.1,61.6,15.4,6.8,15.4,4.3,59.0,62.2
18,Tari Eason,HOU,78,1.5,15.4,1.14,1.7,0.8,1.3,57.1,57.1,10.1,5.0,10.1,3.4,57.1,56.1
19,Julius Randle,NYK,77,1.2,4.9,1.45,1.7,0.8,1.0,76.3,76.3,19.6,8.7,17.4,10.9,70.7,93.5
20,Mason Plumlee,CHA,56,1.9,17.6,1.24,2.3,1.0,1.6,61.8,61.8,15.2,6.7,15.2,6.7,61.0,72.0
21,Aaron Gordon,DEN,65,1.6,11.1,1.21,2.0,0.9,1.5,61.1,61.1,11.3,0.9,10.4,1.9,63.2,67.8
22,Alperen Sengun,HOU,71,1.8,12.2,0.98,1.8,0.8,1.5,51.9,51.9,10.2,10.9,7.8,5.5,48.4,29.4
23,Nic Claxton,BKN,72,1.2,11.5,1.45,1.7,0.8,1.0,77.0,77.0,10.5,7.0,10.5,3.5,72.1,93.8
24,Wendell Carter Jr.,ORL,54,1.6,11.1,1.43,2.3,0.9,1.2,69.7,69.7,27.6,4.6,26.4,8.0,72.4,91.3
25,Isaiah Hartenstein,NYK,78,1.5,29.4,1.03,1.6,0.7,1.3,52.9,52.9,7.6,5.1,7.6,0.8,53.4,38.1
26,Bam Adebayo,MIA,72,1.5,7.5,1.11,1.7,0.7,1.3,56.4,56.4,10.1,4.6,11.0,1.8,56.9,50.8
27,Steven Adams,MEM,42,3.0,31.9,0.94,2.9,1.4,2.6,51.4,51.4,9.4,7.0,9.4,3.1,49.2,24.8
