,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Klay Thompson,GSW,66,6.1,29.5,0.96,5.8,2.0,5.4,37.7,51.1,3.0,8.2,2.7,0.5,36.2,51.9
1,Lauri Markkanen,UTA,65,3.2,14.8,1.1,3.5,1.1,2.7,41.5,52.3,13.5,6.3,13.0,4.3,43.8,74.1
2,Bojan Bogdanovic,DET,59,3.1,16.1,1.17,3.6,1.3,2.6,49.0,59.4,8.2,8.7,6.6,1.6,48.1,81.6
3,Stephen Curry,GSW,52,3.2,12.5,1.05,3.3,1.0,2.6,39.7,53.3,9.1,10.4,8.5,2.4,39.6,67.5
4,Jaylen Brown,BOS,66,2.5,10.0,0.92,2.3,0.9,2.2,41.0,49.7,5.4,10.1,5.4,1.2,39.3,41.0
5,Jordan Poole,GSW,78,1.9,9.3,1.01,2.0,0.6,1.6,37.4,50.0,11.8,10.5,11.2,3.3,38.8,64.2
6,Devin Booker,PHX,50,2.5,9.6,1.24,3.1,1.1,2.0,55.1,63.3,13.8,9.8,13.8,3.3,54.5,90.1
7,Malik Beasley,UTA,55,2.4,17.8,1.1,2.6,1.0,2.3,41.9,56.2,0.0,2.3,0.0,0.0,40.9,74.5
8,Jayson Tatum,BOS,72,2.0,7.3,0.95,1.9,0.7,1.7,39.2,46.7,10.3,9.7,11.0,3.4,39.3,50.5
9,Damian Lillard,POR,58,1.9,6.9,1.12,2.2,0.7,1.8,42.2,57.8,4.5,7.1,3.6,2.7,40.2,77.4
10,CJ McCollum,NOP,71,1.8,8.5,0.89,1.6,0.6,1.7,34.2,42.9,6.9,3.8,6.9,3.1,35.4,29.7
11,Terry Rozier,CHA,64,2.0,9.0,0.85,1.7,0.6,1.8,36.0,42.5,4.7,6.3,4.7,0.8,36.2,25.5
12,Tim Hardaway Jr.,DAL,69,1.1,8.2,1.32,1.5,0.4,1.0,45.6,61.8,12.8,2.6,12.8,2.6,48.7,94.3
13,Donovan Mitchell,CLE,66,1.8,7.3,0.84,1.5,0.6,1.7,35.7,42.0,4.1,3.3,4.1,0.0,37.2,24.5
14,Bradley Beal,WAS,50,2.1,9.5,0.93,2.0,0.8,1.6,48.8,51.2,7.5,15.1,6.6,0.0,45.3,46.0
15,Michael Porter Jr.,DEN,60,1.8,12.1,0.93,1.6,0.7,1.7,39.0,47.0,2.8,3.8,2.8,0.9,38.7,46.0
16,Paul George,LAC,56,1.9,8.2,0.93,1.8,0.6,1.7,36.6,45.7,7.5,7.5,6.5,1.9,37.4,42.5
17,Kevin Huerter,SAC,71,1.3,9.9,1.04,1.4,0.5,1.2,40.0,54.7,3.2,6.4,2.1,0.0,39.4,66.5
18,Darius Garland,CLE,67,1.1,5.4,1.28,1.4,0.5,1.0,51.6,64.8,13.2,6.6,13.2,3.9,51.3,92.9
19,Jordan Clarkson,UTA,61,1.9,8.6,0.86,1.6,0.6,1.6,37.5,45.3,7.1,8.8,7.1,1.8,36.3,26.9
20,Desmond Bane,MEM,54,1.9,9.6,0.94,1.8,0.6,1.7,37.8,48.3,4.9,8.8,4.9,2.0,36.3,48.3
21,Max Strus,MIA,76,1.4,12.7,0.86,1.2,0.4,1.3,31.4,43.1,2.8,3.7,2.8,0.0,32.1,27.4
22,Bogdan Bogdanovic,ATL,51,1.8,13.5,1.01,1.8,0.7,1.6,44.0,51.8,2.2,4.4,2.2,0.0,43.3,63.7
23,Kevin Durant,BKN,39,2.4,9.4,0.99,2.3,1.0,1.9,52.7,53.4,10.9,15.2,9.8,6.5,46.7,55.7
24,Zach LaVine,CHI,73,1.3,5.8,0.91,1.2,0.4,1.1,36.6,47.0,6.2,9.3,5.2,0.0,37.1,33.5
25,Kawhi Leonard,LAC,49,1.6,8.0,1.09,1.8,0.8,1.5,50.0,55.4,3.8,5.0,3.8,1.3,48.8,71.7
26,Kristaps Porzingis,WAS,65,1.5,7.3,0.9,1.3,0.4,1.2,37.2,42.9,11.3,9.3,10.3,1.0,40.2,31.1
27,De'Andre Hunter,ATL,65,1.3,8.8,1.0,1.3,0.5,1.2,44.9,46.8,8.1,1.2,8.1,0.0,48.8,60.4
28,Gary Trent Jr.,TOR,63,1.6,9.4,0.87,1.3,0.5,1.4,37.1,43.3,5.1,5.1,5.1,1.0,37.8,28.3
29,Kelly Oubre Jr.,CHA,48,1.9,9.6,0.89,1.7,0.6,1.8,36.9,42.9,9.7,3.2,9.7,3.2,39.8,30.7
30,Anfernee Simons,POR,62,1.4,6.7,0.95,1.3,0.5,1.3,38.5,50.0,1.2,6.0,1.2,0.0,36.9,51.2
31,AJ Griffin,ATL,68,1.3,15.8,0.91,1.2,0.5,1.2,41.0,45.8,3.4,2.3,2.3,0.0,40.9,34.4
32,Buddy Hield,IND,76,1.4,9.4,0.73,1.1,0.3,1.2,28.3,35.3,5.5,10.9,5.5,0.0,29.1,13.7
33,Nikola Jokic,DEN,67,1.1,5.4,1.03,1.2,0.5,1.0,50.8,54.6,6.6,7.9,7.9,1.3,48.7,64.6
34,Anthony Edwards,MIN,75,1.3,5.2,0.8,1.0,0.4,1.1,35.0,41.9,7.3,10.4,7.3,1.0,34.4,22.6
35,Dillon Brooks,MEM,70,1.1,7.3,0.95,1.1,0.4,1.0,39.1,49.3,7.5,7.5,7.5,1.3,40.0,50.0
36,Mikal Bridges,PHX,56,1.3,8.0,1.03,1.3,0.6,1.2,47.8,50.7,6.8,4.1,6.8,2.7,47.9,65.1
37,Brandon Ingram,NOP,41,1.9,7.9,0.96,1.8,0.7,1.6,43.1,44.6,11.5,5.1,9.0,0.0,47.4,52.6
38,Doug McDermott,SAS,62,1.3,14.3,0.88,1.2,0.4,1.2,35.5,44.1,6.0,2.4,6.0,0.0,37.3,28.8
39,Tyler Herro,MIA,64,1.1,5.6,0.97,1.1,0.4,1.0,41.5,49.2,5.5,6.8,4.1,1.4,41.1,54.7
40,Jerami Grant,POR,63,0.9,4.9,1.17,1.1,0.3,0.7,47.8,51.1,27.6,1.7,27.6,8.6,55.2,82.1
41,Franz Wagner,ORL,76,0.7,4.0,1.22,0.9,0.3,0.6,56.5,66.3,5.6,11.1,1.9,1.9,51.9,88.6
42,Jamal Murray,DEN,62,1.1,5.7,0.94,1.1,0.4,1.0,36.7,48.3,5.7,8.6,4.3,0.0,37.1,49.1
43,Sam Hauser,BOS,76,0.7,13.7,1.19,0.8,0.3,0.6,42.9,62.2,1.9,5.7,0.0,0.0,41.5,85.4
44,Bennedict Mathurin,IND,74,0.8,4.7,1.09,0.8,0.3,0.7,46.9,54.1,14.0,7.0,14.0,7.0,47.4,72.2
45,Karl-Anthony Towns,MIN,25,1.8,8.8,1.32,2.3,0.8,1.6,47.5,62.5,9.1,0.0,9.1,0.0,52.3,93.9
46,Isaiah Joe,OKC,70,0.6,7.3,1.43,0.8,0.3,0.5,50.0,71.1,2.5,2.5,2.5,0.0,50.0,98.1
47,Donte DiVincenzo,GSW,68,0.7,7.4,1.21,0.8,0.3,0.7,44.4,63.3,0.0,4.3,0.0,0.0,42.6,86.8
48,Andrew Wiggins,GSW,37,1.1,6.6,1.4,1.5,0.6,1.1,56.4,71.8,2.5,2.5,2.5,2.5,55.0,97.6
49,Jalen Green,HOU,72,0.9,3.8,0.9,0.8,0.3,0.8,35.2,44.4,8.1,8.1,6.5,3.2,35.5,32.2
50,Trey Murphy III,NOP,75,0.8,7.3,0.9,0.7,0.2,0.7,28.8,41.3,12.9,4.8,8.1,1.6,35.5,32.2
51,Grayson Allen,MIL,71,0.8,8.2,1.0,0.8,0.3,0.6,41.9,53.5,9.1,14.5,9.1,1.8,40.0,60.4
52,Norman Powell,LAC,57,1.0,6.8,0.92,0.9,0.3,0.8,40.9,46.6,13.6,11.9,11.9,0.0,44.1,38.2
53,DeMar DeRozan,CHI,70,0.9,3.8,0.9,0.8,0.3,0.7,42.0,42.0,15.0,6.7,15.0,5.0,45.0,31.6
54,Keldon Johnson,SAS,62,0.9,4.1,0.96,0.9,0.3,0.8,40.8,49.0,7.3,5.5,7.3,1.8,40.0,53.3
55,Gordon Hayward,CHA,50,1.3,9.0,0.79,1.1,0.4,1.0,37.5,41.7,13.4,16.4,11.9,1.5,38.8,20.3
56,Kyle Kuzma,WAS,64,0.9,3.9,0.91,0.8,0.3,0.7,38.6,47.7,12.5,12.5,10.7,3.6,39.3,35.8
57,Fred VanVleet,TOR,65,0.8,4.0,0.96,0.8,0.3,0.8,36.0,50.0,0.0,3.8,0.0,0.0,34.6,52.6
58,Simone Fontecchio,UTA,47,1.0,16.0,1.0,1.0,0.4,0.9,40.5,50.0,8.2,8.2,8.2,2.0,40.8,60.4
59,Kyrie Irving,BKN,40,1.1,4.4,1.12,1.2,0.5,1.0,45.0,53.8,4.7,2.3,2.3,0.0,46.5,77.8
60,Malik Monk,SAC,74,0.8,5.7,0.86,0.6,0.2,0.6,37.0,44.6,7.1,10.7,7.1,0.0,37.5,26.1
61,Joe Harris,BKN,70,0.6,8.8,1.15,0.7,0.3,0.6,45.0,57.5,2.4,2.4,2.4,2.4,43.9,79.7
62,Ochai Agbaji,UTA,54,0.9,13.3,0.98,0.9,0.2,0.7,33.3,41.0,14.6,4.2,14.6,0.0,41.7,55.2
63,Kentavious Caldwell-Pope,DEN,74,0.5,5.5,1.15,0.6,0.2,0.4,51.5,60.6,7.5,10.0,5.0,0.0,50.0,80.2
64,Trae Young,ATL,70,0.5,2.0,1.19,0.6,0.2,0.4,55.2,65.5,13.5,13.5,8.1,5.4,51.4,85.8
65,Corey Kispert,WAS,69,0.6,6.7,1.1,0.6,0.2,0.5,43.2,59.5,0.0,7.5,0.0,0.0,40.0,75.7
66,Saddiq Bey,DET,52,0.9,6.3,0.92,0.8,0.3,0.8,33.3,43.6,10.6,6.4,10.6,0.0,38.3,37.4
67,Shaedon Sharpe,POR,76,0.6,6.9,0.92,0.6,0.2,0.6,39.5,47.7,4.3,4.3,4.3,0.0,40.4,37.4
68,Georges Niang,PHI,74,0.8,10.9,0.73,0.6,0.2,0.7,29.4,39.2,3.4,11.9,3.4,1.7,27.1,14.6
69,P.J. Washington,CHA,73,0.6,4.0,0.91,0.6,0.2,0.6,38.6,46.6,2.2,4.3,2.2,2.2,37.0,36.5
70,Kelly Olynyk,UTA,64,0.6,5.4,1.0,0.6,0.2,0.5,45.5,57.6,4.9,17.1,4.9,2.4,39.0,60.4
71,Taurean Prince,MIN,50,0.9,10.2,0.93,0.8,0.3,0.7,41.7,51.4,9.1,11.4,9.1,2.3,40.9,43.9
72,Terrence Ross,ORL,42,1.1,13.4,0.89,1.0,0.4,1.0,34.9,44.2,6.5,4.3,6.5,4.3,34.8,30.2
73,RJ Barrett,NYK,71,0.5,2.2,1.25,0.6,0.2,0.4,53.8,61.5,15.6,9.4,15.6,6.3,53.1,91.4
74,Gary Harris,ORL,46,0.7,10.1,1.18,0.9,0.3,0.7,43.8,62.5,0.0,5.9,0.0,0.0,41.2,83.4
75,Malik Beasley,LAL,21,1.6,12.9,1.18,1.9,0.7,1.5,45.2,62.9,0.0,6.1,0.0,0.0,42.4,84.0
76,Jaylen Nowell,MIN,65,0.7,6.3,0.85,0.6,0.2,0.6,40.0,40.0,10.9,6.5,10.9,4.3,41.3,25.0
77,Al Horford,BOS,61,0.5,6.0,1.27,0.6,0.2,0.5,43.3,63.3,0.0,0.0,0.0,0.0,43.3,92.0
78,Devonte' Graham,NOP,53,0.8,14.5,0.93,0.7,0.2,0.7,30.6,45.8,9.8,4.9,7.3,2.4,34.1,42.9
79,Luka Doncic,DAL,63,0.7,2.2,0.91,0.6,0.2,0.5,32.4,39.7,19.0,4.8,19.0,4.8,40.5,33.0
80,Mikal Bridges,BKN,22,1.2,5.3,1.37,1.7,0.7,1.2,61.5,67.3,3.7,0.0,3.7,0.0,63.0,97.2
81,Julius Randle,NYK,77,0.6,2.6,0.76,0.5,0.2,0.5,29.3,36.6,12.2,6.1,8.2,2.0,32.7,17.5
82,Marcus Morris Sr.,LAC,65,0.4,4.0,1.24,0.6,0.2,0.4,53.8,67.3,3.4,6.9,3.4,0.0,51.7,89.6
83,Luke Kennard,LAC,35,1.4,19.4,0.75,1.0,0.4,1.1,32.5,41.3,4.2,14.6,4.2,2.1,29.2,16.2
84,Caris LeVert,CLE,73,0.4,3.4,1.13,0.5,0.2,0.3,48.0,60.0,9.7,9.7,6.5,0.0,48.4,78.8
85,Derrick White,BOS,78,0.4,3.7,1.09,0.4,0.2,0.4,42.9,51.8,9.4,3.1,9.4,0.0,46.9,73.1
86,Cedi Osman,CLE,73,0.5,6.0,0.97,0.5,0.2,0.4,46.2,55.8,11.1,16.7,5.6,0.0,44.4,54.2
87,Nassir Little,POR,54,0.5,7.8,1.21,0.6,0.2,0.5,50.0,61.5,3.6,3.6,3.6,0.0,50.0,87.3
88,Keegan Murray,SAC,75,0.5,4.3,0.97,0.5,0.2,0.4,36.4,51.5,0.0,5.7,0.0,0.0,34.3,53.8
89,Lonnie Walker IV,LAL,54,0.7,6.0,0.92,0.6,0.2,0.6,40.0,46.7,8.1,10.8,8.1,0.0,40.5,40.6
90,Jaden McDaniels,MIN,75,0.4,3.2,1.22,0.4,0.2,0.3,59.1,72.7,3.7,18.5,3.7,3.7,48.1,88.6
91,Jaren Jackson Jr.,MEM,59,0.6,3.7,0.92,0.6,0.2,0.5,42.9,50.0,16.7,11.1,16.7,5.6,44.4,39.2
92,Dejounte Murray,ATL,70,0.6,2.8,0.81,0.5,0.2,0.5,37.1,41.4,4.9,9.8,4.9,0.0,36.6,23.1
93,O.G. Anunoby,TOR,63,0.7,4.1,0.79,0.5,0.2,0.5,34.4,42.2,7.1,16.7,7.1,0.0,33.3,19.0
94,D'Angelo Russell,MIN,54,0.8,4.3,0.78,0.6,0.2,0.7,30.6,36.1,7.3,4.9,7.3,0.0,34.1,18.4
95,Patty Mills,BKN,39,0.6,10.8,1.24,0.8,0.3,0.6,50.0,68.2,4.0,8.0,0.0,0.0,48.0,89.2
96,Chris Duarte,IND,46,0.7,7.4,1.03,0.7,0.2,0.5,41.7,58.3,6.7,13.3,6.7,0.0,40.0,65.6
97,Anthony Davis,LAL,51,0.6,2.8,0.94,0.6,0.2,0.5,43.5,47.8,24.2,6.1,24.2,0.0,54.5,47.6
